source_type,source_id,parent_id,source_guid,Name,SEName,Description,Summary,SETitle,SEDescription,SEKeywords,DisplayOrder,Published
section,64,95,A6EABEDC-3AA0-41F2-9374-4EB5FF330893,Universal,universal,"Our Universal Trophies are the perfect award for any occasion.&nbsp; These unique trophies are perfect for a fun way to recognize achievement.<br />
<br />
Here at TrophyPartner.com we
strive to bring you unique trophies that stand apart from the more traditional. These Universal Trophies can
stand for a number of different meanings and be used for many different occasions. They make great Corporate Awards.<br />
<br />
With free personalization and quantity discounts for large purchases, TrophyPartner.com has the perfect award that is sure to bring a smile to the recipient's face.&nbsp;",,Universal Trophies,Universal Trophies are perfect awards for almost any occasion.  Free shipping & personalization.,Universal Trophies,1,1
section,65,95,FD4D8166-6C64-487E-95B5-CCA381D420F4,Cup Trophies,cup-trophies,,,"Trophy Cups, Large Cup Trophies, Silver Trophy Cup","Trophy Cups in all shapes and sizes.  Silver Cup Trophies, large cup trophies for every need and budget.","Trophy Cup, Cup Trophies, Large Trophy Cups",1,1
section,66,94,CBE19DCD-F2DB-4B29-86EA-4967D796ADB6,T-Ball,t-ball,"Batter up! Every baseball season, TrophyPartner.com provides t-ball trophies
and awards to hundreds of teams and little leagues across the country. We offer a
huge selection of tee-ball awards including: t-ball participation trophies, bobble heads, resins,
acrylics and tournament trophies.&nbsp; We also carry coach trophies and gifts to recognize those individuals that work hard for your son or daughter.<br />
<br />
With our 3 day TurboPartner Service many of our awards can be delivered
in record time.&nbsp; We offer free personalization up to 60 characters of
text on each award and free shipping with a $250 purchase shipped by our
flat rate shipping service. <br />
<br />
Can't find what you are looking for?&nbsp; Check out our baseball award section as well for even more options.",,T-Ball Trophies | Awards for Tee-Ball | Kids T-Ball Trophies,"T-Ball Trophies, Medals, & Awards.  Kids Tee-Ball Trophies with free personalization.","T-Ball Trophies, Awards for Tee-Ball, Kids T-Ball Trophies",1,1
section,67,94,B423009E-82E7-41B9-9124-788C7388F73A,Water Polo,water-polo,,,Water Polo Trophies | Water Polo Awards,"Water Polo Trophies, Water Polo Awards, and Water Polo Plaques.  Unique water polo trophies your athletes will love, delivered fast.","Water Polo Trophies, Water Polo Awards, Water Polo Plaques",1,1
section,68,95,22DDAC21-FB06-491D-B418-AA9DA4C5E46D,T-Shirts,t-shirts,,,"T-Shirts - Design, Make, Create and Personalize T Shirts","Custom T-Shirts. Design, Make, Create and Personalize T Shirts quickly and easily on-line.  No minimums.  Discount pricing.","personalized t-shirts, custom t-shirts, ",1,1
section,69,95,E97212C3-7C04-4ECE-A92F-0CD52DA56200,Cornhole,cornhole,"TrophyPartner.com carries a number of unique awards for Cornhole. We offer corn hole trophies and medals for your backyard challenge or tournament for both winners and losers including a Cornhole Champion Award Belt and Cornhole Toilet Plunger Award.<br />
<br />
All of our cornhole trophies include free personalziation up to 60 characters. We offer many awards on our TurboPartner Service so you can receive them in as few as 3 business days. With our fast
production time and great prices, cornhole awards from
TrophyPartner.com are sure to put a smile on the winner or loser of your event!",,Cornhole Trophies | Awards for Cornhole,Cornhole Trophies and Corn Hole Awards to recognize winners and losers.  These unique cornhole trophies include free personalization.  Rush service.,"Cornhole Trophies, Cornhole Awards",1,1
section,70,95,D9DC610E-4216-45D4-B8C2-7AFE453E2743,Halloween,halloween,,,Halloween Trophies | Awards for Halloween,Halloween Trophies & Awards for Halloween are great for office events or any Halloween contest.,"Halloween Trophies, Halloween Awards",1,1
section,71,95,5FDD760D-68EB-49CA-8F82-AC9817E08FFD,Christmas,christmas,,,Christmas Trophies | Santa Trophies | Christmas Awards,"Christmas Trophies and Christmas Awards including Santa Trophies, Santa Medals, and more.  Free personalization.","Christmas Trophies, Santa Trophies, Christmas Awards",1,1
section,72,95,586D59AB-E6ED-46EF-AC89-919F6C33D92D,Hanukkah,hanukkah,,,Hanukkah Plaques,Hanukkah Plaques are the perfect gift to recognize someone special in your life.,Hanukkah Plaques,1,1
section,73,95,BB813684-19A4-4CE3-8998-B08698236AF3,Thanksgiving,thanksgiving,,,Thanksgiving Trophies | Thanksgiving Plaques,Thanksgiving plaques are the perfect way to thank someone special in your life.,"Thanksgiving Trophies, Thanksgiving Plaques",1,1
section,74,95,F0F9228F-6DE7-43A6-9265-D7C138E48419,Teamwork,teamwork,,,Teamwork Trophies | Teamwork Awards | Teamwork Plaques,Teamwork Trophies and Teamwork Awards make great corporate recognition gifts to recognize superior teamwork performance.  Free shipping and personalization.,"Teamwork Trophies, Teamwork Awards, Teamwork Plaques",1,1
section,75,95,405E606F-A835-46AB-9908-0B81F09C387D,Drama,drama,,,Drama Trophies | Performing Arts Awards | Drama Awards,"Unqiue Drama Trophies and Performing Arts Awards.  These drama awards are perfect for plays, actors, and theatrical awards.","Drama Trophies, Performing Arts Awards, Drama Awards",1,1
section,76,95,5A92A001-C93E-400B-9125-A2BA93324F8F,Animal,animal,,,Animal Trophies | Animal Awards,"Animal Trophies and Animal Awards including Bulls, Bears, Pigs, and much more.  Free personalization and shipping.","Animal Trophies, Animal Awards",1,1
section,77,94,6DA23C55-F145-4C6B-B02D-3AA67B26A483,Flag Football,flag-football,"Every fall, TrophyPartner.com provides awards to flag football
teams across the country! We offer a large selection of flag football
trophies, bobble
heads, resin football trophies, acrylic trophies and large football
tournament trophies.
<br />
<br />
Want a change from traditional trophies? Try football medals, dog
tags, or football plaques. Need ideas? Our
customer service team is here to help via email or live chat!
Looking for a gift for your coach or team mom? A picture plaque with a team photo, personalized whistle or
engraved coffee mug make great gifts for your hardworking coach.
<br />
<br />
All of our flag football trophies include free personalization. We offer
many items on our 3 day TurboPartner Service if you need awards right away. With our fast
production time, large selection, and great prices, flag football awards from
TrophyPartner.com are a touchdown!",,Flag Football Trophies | Flag Football Awards,"Flag Football Trophies and Flag Football Awards for kids and adults.  Free shipping and personalization.  Rush service, fast delivery.","Flag Football Trophies, Flag Football Awards",1,1
section,78,95,75E0227F-39CD-4474-B733-32AF0A49F67D,Beauty Pageant,beauty-pageant,,,Beauty Pageant Trophies | Beauty Pageant Awards,Beauty Pageant Trophies and Awards including Beauty Pageant Awards and Tiaras.  Free shipping and personalziation.  Fast processing.  Rush service.,"Beauty Pageant Trophies, Beauty Pageant Awards, Pageant Trophies",1,1
section,79,95,B16848A5-0058-49FA-AB07-9350E45A25AC,4-H,4-h,,,4-H Trophies | 4-H Awards,4-H Trophies and 4-H Awards to recognize youth achievement and outstanding accomplishment.  Free shipping and pesonalziation.  Fast turnaround.  Rush shipping.,"4-H Trophies, 4-H Trophies, 4-H Awards",1,1
section,80,94,4B8E7F98-D143-4E15-9DDD-95A77AD23311,Fantasy Racing,fantasy-racing,,,Fantasy Racing Trophies | Fantasy Racing Awards,Fantasy Racing Trophies & Fantasy Racing Perpetual Awards.  Unique Fantasy Racing Trophies for winners and losers.  Free text.  Ships fast.,"Fantasy Racing Trophies, Fantasy Racing Awards",1,1
section,81,94,8C44B1BD-F324-4E30-8E0E-2A91331B117D,Fantasy Baseball,fantasy-baseball,"<span>TrophyPartner.com is your source for Fantasy Baseball Trophies.&nbsp; <br />
<br />
We carry a unique selection of fantasy baseball awards for college, MLB, or your own fantasy baseball league.&nbsp;
Recognize both your league or office pool champ as well as the loser.&nbsp;
We offer fantasy baseball perpetual trophies where you simply add a
winner or loser's name annually.</span>",,Fantasy Baseball Trophies | Fantasy Baseball Awards,Fantasy Baseball Trophies and Fantasy Baseball Awards for winners and losers.  Unique fantasy baseball trophies at great prices.  Free personalization.,"Fantasy Baseball Trophies, Fantasy Baseball Awards",1,1
section,82,94,89A8438A-CD39-4FB6-B9A9-C0B6A458B87E,Fantasy Basketball,fantasy-basketball,"TrophyPartner.com is your source for Fantasy Basketball Trophies.&nbsp; <br />
<br />
We carry a unique selection of fantasy basketball awards for the NCAA March Madness Tournament, NBA, or your own fantasy basketball league.&nbsp; Recognize both your league or office pool champ as well as the loser.&nbsp; We offer fantasy basketball perpetual trophies where you simply add a winner or loser's name annually.",,Fantasy Basketball Trophies | March Madness Trophies | Awards for Fantasy basketball,"Fantasy Basketball Trophies for NCAA March Madness Tournament, NBA, or your own basketball league.  Fantasy basketball Awards for winenrs and losers.","Fantasy Basketball Trophies, March Madness Trophies, Awards for Fantasy Basketball",1,1
section,83,95,15684FD9-6F6E-4C10-8889-E293F8941753,Science/Mathematics,sciencemathematics,"Science and Mathematics Awards from TrophyPartner.com.&nbsp; Recognize scientific advances and new research by rewarding those that work on improving our lives everyday.&nbsp; At TrophyPartner.com we carry a full line of recognition products including trophies, medals, and plaques.&nbsp;&nbsp;",,Science Trophies | Mathematics Awards | Science Fair Awards,"Science Trophies and Mathematics Awards for science fairs, math contests, scientists, or other scientific event.  Recognize scientific and mathematics advancements and new research breakthroughs that go above and beyond to make the world a better place.","Science Trophies, Mathematics Awards, Science Fair Awards",1,1
section,84,95,CF680648-6493-4F73-BAAB-784D88293DB7,Spelling Bee,spelling-bee,,,Spelling Bee Trophies | Spelling Bee Awards | Spelling Bee Medals,"Spelling Bee Trophies, Spelling Bee Awards, Spelling Bee Medals for all your winners.  Great prices, delivered fast.","Spelling Bee Trophies, Spelling Bee Awards, Spelling Bee Medals",1,1
section,85,95,8E13F026-ACEC-406C-A22F-F3BC12FECB1F,Graduation,graduation,,,Graduation Trophies | Graduate Awards,Graduation Trophies & Graduate Awards for the scholar in your family or school.  Budget to premium awards to recognize graduating high school or college.,"Graduation Trophies, Graduate Awards",1,1
section,87,95,9C29AC99-FAD7-4A97-8F89-907AB02E4BFC,Trap Shooting,trap-shooting,,,Trap Shooting Trophies | Trap Shooting Awards,Trap Shooting Trophies and Trap Shooting Awards for any skill contest.  Free personalization and rush service available.,Trap Shooting Trophies Trap Shooting Awards,1,1
section,88,95,B64A8C5A-2C7F-48CF-A4B9-829BE865418C,Sailing,sailing,,,Sailing Trophies | Sailboat Trophies,Sailing Trophies and Sailboat Trophies for sailors of all ages.  Free pesonalization and free shipping with $200 order.  Fast shipping. Rush service.,"Sailing Trophies, Sailboat Trophies",1,1
section,89,95,F58E61A3-A7E0-4EDB-BE1E-3A7EFFCDD843,Awareness Ribbons,awareness-ribbons,,,Cancer Awareness Trophies | Awareness Ribbons Awards | Support Ribbon Trophies,"Awareness trophies for cancer, support, and recognition.  Pink breast cancer trophies & awareness awards for many causes. ","Cancer Awareness Trophies, Awareness Ribbons Awards, Support Ribbon Trophies",1,1
section,90,95,37DFA2F9-9980-4E19-929B-2ED2D4D62807,Star,star,,,Star Awards | Star Themed Trophies,"Buy star awards and star themed trophies for the ""stars"" in your organization.  Acrylic stars awards, star trophies, and crystal award stars in all sizes and budgets.","Star Awards, Star Themed Trophies",1,1
section,91,95,43E85ABC-37A9-4C45-B21C-4D1698D34EB9,Sales,sales,,,,,,1,1
section,92,95,0203341C-8435-4600-BE71-7C2D3B48D15D,Birthday,birthday,,,Birthday Trophies | Birthday Gifts | Awards for Birthdays,,"Birthday Trophies, Birthday Gifts, Awards for Birthdays",1,1
section,93,95,45DD7C43-833F-4D16-A444-603483AEF7F1,Last Place/Loser,last-placeloser,,,Last Place Trophies | Loser Trophies | Awards for Last Place,,"Last Place Trophies, Loser Trophies, Awards for Last Place",1,0
section,94,0,65FB030A-766E-4AD6-A112-281C06FCECD8,Sports Trophies,sports-trophies,"Take your sports season to the next level with team
trophies and awards from TrophyPartner.com!  We offer a huge selection of
sports awards, from small participation trophies to large tournament
winner trophies to fantasy football trophies and everything in between!
<br />
<br />
Why buy your sports trophy from TrophyPartner.com? We offer a unique selection of items.&nbsp; You receive free personalization and free shipping with a $250 purchase or flat rate shipping based on dollar amount for smaller orders.&nbsp; With most resin awards available on our 3-day TurboPartner service we can deliver your awards in a hurry. We offer quantity discounts for larger orders. Our award quality and customer
service are second to none.<br />
<br />
Browse our Sports catalog now to find a trophy with the ‘it’
factor you are looking for. Your player, team, or coach will love taking
home a trophy from TrophyPartner.com.",,Sports Trophies | Custom Sports Awards,"Sports trophies & awards for baseball, basketball, soccer, golf, and much more.  We also offer custom sports awards based on your logo or design.","Sports Trophies, Custom Sports Awards",1,1
section,95,0,B76F37A0-D2BF-4750-BFC7-8C9C0715AD94,Activities Trophies,activities-trophies,"We are your source for activity and event trophies!  We make ordering trophies fast and easy. Whether you are looking for
poker awards for your poker party, pinewood derby trophies for your Cub Scout Pack, scholastic trophies for Students of
the Month at your school, a chili  trophy for your chili cook-off
winner, religious awards for vacation bible school, or music trophies
for a piano recital, we've got you covered!
<br />
<br />
Here's how we make ordering easy..<br />
<br />
All of our trophies <strong>include free personalization up to 60 characters.</strong>
<br />
Our production time is fast, with many items available to deliver in 3 days with our <strong>TurboPartner</strong> Service.
<br />
With our innovative <strong>shipping options</strong>, you choose your delivery date with arrival in time for your event. <br />
Local customers, you can choose to <strong>pick up your trophies</strong> at our convenient Danville, CA location.<br />
The <strong>quality of our products</strong> is second to none, with an incredible selection of  award options for any budget.
<br />
<br />
Whether you are a teacher, school administrator, parent, or party
planner, our goal is to add fun and pride to your event, with a coveted
trophy from TrophyPartner.com that everyone will strive to win!",,Activity Trophies | Custom Activity Awards,"Activity Trophies for chili cook offs, pinewood derby, scholastic awards, and many other activities and events. We also offer beautiful custom awards based on your logo or design.","Activity Trophies, Custom Activity Awards",1,1
section,96,0,45FFD816-3256-4AE9-83E3-29507EC59109,Blog,blog,This is the Description...,This is the summary...,,,,1,0
section,97,96,87C6E4CA-6F7C-43FB-9774-439A3BADCA9A,Custom Award Belts,custom-award-belts,"Champion Belts are large, extravagantly designed belts that have been the coveted award for professional boxers, mixed martial arts and professional wrestlers for decades to signify the champions of their sports, but have remained unobtainable as a realistic award until recently with the advent of custom champion award belts. <br />
<br />
Now these belts are becoming mainstream and used for fantasy football, cooking competitions, eating contests, extreme sports, BMX, skateboarding, surfing, top sales, corporate recognition and team building, snowboarding, motocross, car shows, golf, bowling, swimming, cheer, dance, gymnastics, battle of the bands, birthdays, holidays, and even retirement. <br />
<br />
Much like a cup or trophy in other sports, champion belts are taking off as an alternative and can now be purchased at an affordable price.&nbsp; With the ability to design a belt from scratch these belts are becoming even more popular. Championship belts feature quality heavyweight metal plates combined with expertly tooled leather and jewelry quality plating and finishing equal one big bad unforgettable award for the Big Winner in your life.&nbsp; These belts can weigh up to 7 pounds and we assure you will be blown away when you receive it because this award can last a lifetime and spark proud conversation and smiles.&nbsp; <br />
<br />
TrophyPartner.com delivers belts that can be completely customized and delivered to your doorstep in as little as 5 business days.&nbsp; Each belt is elegantly packaged.","Champion Belts are large, extravagantly designed belts that have been
the coveted award for professional boxers, mixed martial arts and
professional wrestlers for decades to signify the champions of their
sports, but have remained unobtainable as a realistic award until
recently with the advent of custom champion award belts. <br />
<br />
Now these belts are becoming mainstream and used for fantasy football,
cooking competitions, eating contests, extreme sports, BMX,
skateboarding, surfing, top sales, corporate recognition and team
building, snowboarding, motocross, car shows, golf, bowling, swimming,
cheer, dance, gymnastics, battle of the bands, birthdays, holidays, and
even retirement. <br />
<br />
Much like a cup or trophy in other sports, champion belts are taking off
as an alternative and can now be purchased at an affordable price.&nbsp;
With the ability to design a belt from scratch these belts are becoming
even more popular. Championship belts feature quality heavyweight metal
plates combined with expertly tooled leather and jewelry quality plating
and finishing equal one big bad unforgettable award for the Big Winner
in your life.&nbsp; These belts can weigh up to 7 pounds and we assure you
will be blown away when you receive it because this award can last a
lifetime and spark proud conversation and smiles.&nbsp; <br />
<br />
TrophyPartner.com delivers belts that can be completely customized and
delivered to your doorstep in as little as 5 business days.&nbsp; Each belt
is elegantly packaged.",,,,1,0
section,98,0,8B22804E-544C-4815-90C2-796B1EC845F6,Custom Awards,custom-awards,,,Custom Awards | Create Your Own Awards | Custom Trophies,,"Custom Awards, Design Your Own Awards, Create your own awards",1,1
section,99,95,DA5A3D03-0849-457D-8512-220684E53AA5,Legal  | Lawyer  | Judge,legal-lawyer-judge,"Legal Awards are used to recognize legal professionals like lawyers, judges and include trophies, lady justice awards, and gavels.",,Legal  Awards | Lawyer  | Judge  | Gavel,"Legal Awards are used to recognize legal professionals like lawyers, judges and include trophies, lady justice awards, and gavels.","Legal  Awards , Lawyer Trophy,| Judge Awards, gavel awards, judge gavel",1,1
section,100,95,6B439016-3B49-4703-90A5-37CB93204EE1,Technology | IT | Computer,technology-it-computer,"Technology Awards recognize those individuals and businesses that create the information technology necessary to run our companies.&nbsp; Examples include Hackathon Trophies, Best Technology Solution, Best Management Solution, Best eCommerce Solution, Best Payments Solution, Best Data Platform, Best Compliance Solution, and a host of others.<br />
<br />
TrophyPartner.com carries a wide variety of stock crystal awards and acrylic awards in a variety of sizes and budgets, but we can also develop a <a href=""https://www.trophypartner.com/t-customawards.aspx"" title=""Custom Awards"">custom award</a> program for you as well integrating your company, logo, and objectives.&nbsp;&nbsp;",,Technology Awards | Information Technology | Computer Trophies,"Technology Awards recognize those individuals and businesses that create the information technology necessary to run our companies.  Examples include  Best Technology Solution, Best Management Solution, Best eCommerce Solution, Best Payments Solution, Best Data Platform, Best Compliance Solution, and a host of others.  TrophyPartner.com carries a wide variety of stock crystal awards and acrylic awards in a variety of sizes and budgets, but we can also develop a custom award program for you as well integrating your company, logo, and objectives.  ","computer trophy, information technology awards, technology trophy, technology awards, best Technology Solution Award, Best Management Solution Award, Best eCommerce Solution Award, Best Payments Solution Award, Best Data Platform Award , Best Compliance Solution Award, hackathon trophy, hackathon award",1,1
section,101,94,26825E6A-293E-44F1-A965-2F2C6C44596A,eSports,esports,"eSports trophies and awards.&nbsp; eSports is known by a few different names: electronic sports, Esports, or e-sports.<br />
<br />
TrophyPartner.com creates awards to recognizes those top individuals or teams in any form of sport competition using video games.<br />
<br />
Let us help you create a <a href=""https://www.trophypartner.com/t-customawards.aspx"" target=""_self"">custom award</a> or award program for your competition.",,eSports,"eSports trophies and awards. eSports is known by a few different names: electronic sports, Esports, or e-sports.  TrophyPartner.com creates awards to recognizes those top individuals or teams in any form of sport competition using video games.",eSports,1,1
section,102,95,7EB8845A-A551-4E88-80D8-60B6BCB15001,Appreciation | Gratitude,appreciation-gratitude,"Let’s not forget those who are on the front lines during these difficult times. Offer a sincere thank you to the first responders, medical and healthcare providers, and long term caregivers who go above and beyond to help all of us. Show your gratitude to the lifesavers who are working unbelievably hard to get us all through this global health situation.<br />
<br />
When a simple “thank you” won’t suffice, our collection of medical challenge coins and caregiving champ chains are ideal tokens of appreciation. Present these mementos to hospital staff, doctors, nurses, police, firefighters, paramedics, emt personnel, and medical technicians who are saving lives - maybe even yours - while risking their own.<br />
<br />
Browse our gifts of gratitude for the healthcare workers and first responders, and show your appreciation for the kindness and compassion they provide every day. These simple but poignant tokens will give them the recognition they deserve.",,Appreciation/Gratitude,,"appreciation awards, gratitude awards",1,1
